feature_index,transformed_feature_name,coefficient,intercept
0,item_count_filled,-0.07281597013180564,-366.6827995874858
1,product_count_filled,-0.24362428603741526,-366.6827995874858
2,seller_count_filled,-0.8792444875416756,-366.6827995874858
3,total_price_filled,-5.094028284054563e-05,-366.6827995874858
4,total_freight_filled,0.0002663690733722605,-366.6827995874858
5,average_item_price_filled,0.0003734099167293281,-366.6827995874858
6,total_weight_g_filled,1.1962538929378245e-05,-366.6827995874858
7,total_volume_cm3_filled,1.2205708204268208e-06,-366.6827995874858
8,freight_ratio_filled,-0.029071253413406172,-366.6827995874858
9,purchase_year_filled,0.18165138806580747,-366.6827995874858
10,purchase_month_filled,-0.03705781372399258,-366.6827995874858
11,purchase_day_of_week_filled,0.012784271227794557,-366.6827995874858
12,purchase_hour_filled,0.005718761662951632,-366.6827995874858
13,estimated_delivery_days_filled,-0.04923113821824474,-366.6827995874858
14,customer_seller_same_state_filled,-0.5807172667005529,-366.6827995874858
15,customer_state_ohe_SP,-0.37351341686896,-366.6827995874858
16,customer_state_ohe_RJ,0.571073411633956,-366.6827995874858
17,customer_state_ohe_MG,-0.39952342767080307,-366.6827995874858
18,customer_state_ohe_RS,-0.00467552993319307,-366.6827995874858
19,customer_state_ohe_PR,-0.5005240076942024,-366.6827995874858
20,customer_state_ohe_SC,0.17287817280448073,-366.6827995874858
21,customer_state_ohe_BA,0.7336239201067468,-366.6827995874858
22,customer_state_ohe_DF,-0.2765665461519764,-366.6827995874858
23,customer_state_ohe_ES,0.36887675391601393,-366.6827995874858
24,customer_state_ohe_GO,0.000584223325466119,-366.6827995874858
25,customer_state_ohe_PE,0.5254016663786383,-366.6827995874858
26,customer_state_ohe_CE,0.9579962028314398,-366.6827995874858
27,customer_state_ohe_PA,0.8909918841477619,-366.6827995874858
28,customer_state_ohe_MT,0.0746552877791018,-366.6827995874858
29,customer_state_ohe_MA,1.1577666353520508,-366.6827995874858
30,customer_state_ohe_MS,0.27336748116050247,-366.6827995874858
31,customer_state_ohe_PB,0.6496602429997137,-366.6827995874858
32,customer_state_ohe_PI,0.7964059696512064,-366.6827995874858
33,customer_state_ohe_RN,0.5624528942309469,-366.6827995874858
34,customer_state_ohe_AL,1.4430432722591877,-366.6827995874858
35,customer_state_ohe_SE,0.9767258484063803,-366.6827995874858
36,customer_state_ohe_TO,0.4879499318421651,-366.6827995874858
37,customer_state_ohe_RO,-0.11106533062923682,-366.6827995874858
38,customer_state_ohe_AM,-0.16016119420989547,-366.6827995874858
39,customer_state_ohe_AC,-0.1183202561430085,-366.6827995874858
40,customer_state_ohe_AP,0.19980218841945582,-366.6827995874858
41,customer_state_ohe_RR,1.1989196754423321,-366.6827995874858
42,customer_state_ohe___unknown,0.0,-366.6827995874858
43,main_seller_state_ohe_SP,0.20380612322855396,-366.6827995874858
44,main_seller_state_ohe_MG,-0.2283490362824515,-366.6827995874858
45,main_seller_state_ohe_PR,-0.08983086592381699,-366.6827995874858
46,main_seller_state_ohe_RJ,0.016689277267946737,-366.6827995874858
47,main_seller_state_ohe_SC,-0.1321573984085392,-366.6827995874858
48,main_seller_state_ohe_RS,-0.40076511595312625,-366.6827995874858
49,main_seller_state_ohe_DF,-0.16711484573266683,-366.6827995874858
50,main_seller_state_ohe_BA,-0.3842772526409082,-366.6827995874858
51,main_seller_state_ohe_GO,-0.6006652221394472,-366.6827995874858
52,main_seller_state_ohe_PE,-0.7052045730053843,-366.6827995874858
53,main_seller_state_ohe_MA,1.1476019106146522,-366.6827995874858
54,main_seller_state_ohe_ES,-0.06536818720959112,-366.6827995874858
55,main_seller_state_ohe_MT,-0.2850513138536655,-366.6827995874858
56,main_seller_state_ohe_CE,-0.9298383887509989,-366.6827995874858
57,main_seller_state_ohe_MS,-0.18937300011386263,-366.6827995874858
58,main_seller_state_ohe_RN,0.32757152227752767,-366.6827995874858
59,main_seller_state_ohe_PB,-0.7638438459307757,-366.6827995874858
60,main_seller_state_ohe_RO,-1.2318708383223536,-366.6827995874858
61,main_seller_state_ohe_PI,-1.8995231792136,-366.6827995874858
62,main_seller_state_ohe_PA,-1.261797700565049,-366.6827995874858
63,main_seller_state_ohe_SE,-1.4288165054268738,-366.6827995874858
64,main_seller_state_ohe_AM,2.781113975249289,-366.6827995874858
65,main_seller_state_ohe___unknown,0.0,-366.6827995874858
66,main_category_ohe_bed_bath_table,0.19197776354122212,-366.6827995874858
67,main_category_ohe_health_beauty,-0.003854087909034211,-366.6827995874858
68,main_category_ohe_sports_leisure,0.0053152608607145175,-366.6827995874858
69,main_category_ohe_computers_accessories,0.07540514377367857,-366.6827995874858
70,main_category_ohe_furniture_decor,0.11432795749118556,-366.6827995874858
71,main_category_ohe_housewares,-0.17959971843264252,-366.6827995874858
72,main_category_ohe_watches_gifts,-0.017180917365997448,-366.6827995874858
73,main_category_ohe_telephony,0.009121944271153311,-366.6827995874858
74,main_category_ohe_auto,0.015238194138441267,-366.6827995874858
75,main_category_ohe_toys,0.006127720330888032,-366.6827995874858
76,main_category_ohe_cool_stuff,-0.1857455917756038,-366.6827995874858
77,main_category_ohe_garden_tools,0.046469308671904914,-366.6827995874858
78,main_category_ohe_perfumery,0.005430515890207286,-366.6827995874858
79,main_category_ohe_baby,0.1917838903228999,-366.6827995874858
80,main_category_ohe_electronics,0.0059891877801081786,-366.6827995874858
81,main_category_ohe_stationery,-0.009468467925211025,-366.6827995874858
82,main_category_ohe_fashion_bags_accessories,-0.10194020563059546,-366.6827995874858
83,main_category_ohe_pet_shop,-0.12621631768973468,-366.6827995874858
84,main_category_ohe_khong_xac_dinh,0.014668278653575052,-366.6827995874858
85,main_category_ohe_office_furniture,0.13800535420303733,-366.6827995874858
86,main_category_ohe_luggage_accessories,-0.4733289787591641,-366.6827995874858
87,main_category_ohe_consoles_games,0.07003221973253164,-366.6827995874858
88,main_category_ohe_home_appliances,-0.35541979708183863,-366.6827995874858
89,main_category_ohe_construction_tools_construction,-0.1525935467815309,-366.6827995874858
90,main_category_ohe_musical_instruments,0.00047039448119546337,-366.6827995874858
91,main_category_ohe_small_appliances,-0.30398143033271346,-366.6827995874858
92,main_category_ohe_books_general_interest,0.04706716865657446,-366.6827995874858
93,main_category_ohe_home_construction,-0.1547365704029784,-366.6827995874858
94,main_category_ohe_food,0.02506493922585442,-366.6827995874858
95,main_category_ohe_furniture_living_room,-0.0052232456368694604,-366.6827995874858
96,main_category_ohe_home_confort,0.36316571251817237,-366.6827995874858
97,main_category_ohe_audio,0.4635011957442255,-366.6827995874858
98,main_category_ohe_drinks,-0.2245917061644129,-366.6827995874858
99,main_category_ohe_market_place,-0.37299861188243355,-366.6827995874858
100,main_category_ohe_books_technical,0.03439834436923126,-366.6827995874858
101,main_category_ohe_air_conditioning,-0.3780467337176142,-366.6827995874858
102,main_category_ohe_kitchen_dining_laundry_garden_furniture,-0.18933473046806806,-366.6827995874858
103,main_category_ohe_construction_tools_lights,-0.0489625464743917,-366.6827995874858
104,main_category_ohe_fashion_shoes,0.0032815422775955175,-366.6827995874858
105,main_category_ohe_industry_commerce_and_business,-0.21784448668932416,-366.6827995874858
106,main_category_ohe_food_drink,-0.5132183000405866,-366.6827995874858
107,main_category_ohe_home_appliances_2,-0.07312189798237728,-366.6827995874858
108,main_category_ohe_fixed_telephony,-0.04989910763709151,-366.6827995874858
109,main_category_ohe_costruction_tools_garden,-0.2824424046085227,-366.6827995874858
110,main_category_ohe_art,-0.04185332024341451,-366.6827995874858
111,main_category_ohe_computers,-0.4568374689175472,-366.6827995874858
112,main_category_ohe_agro_industry_and_commerce,-0.5062215652761134,-366.6827995874858
113,main_category_ohe_construction_tools_safety,-0.6109845259505168,-366.6827995874858
114,main_category_ohe_signaling_and_security,-0.27589547155706806,-366.6827995874858
115,main_category_ohe_fashion_underwear_beach,0.34366321655952925,-366.6827995874858
116,main_category_ohe_christmas_supplies,0.4498624901761306,-366.6827995874858
117,main_category_ohe_fashion_male_clothing,0.14779571609898712,-366.6827995874858
118,main_category_ohe_costruction_tools_tools,-0.3924865611108169,-366.6827995874858
119,main_category_ohe_furniture_bedroom,0.1275015386449367,-366.6827995874858
120,main_category_ohe_tablets_printing_image,-0.31734789810153335,-366.6827995874858
121,main_category_ohe_cine_photo,-0.16250142464351272,-366.6827995874858
122,main_category_ohe_small_appliances_home_oven_and_coffee,-0.26482769140466705,-366.6827995874858
123,main_category_ohe_dvds_blu_ray,0.7919334872519282,-366.6827995874858
124,main_category_ohe_books_imported,-0.2884731083570147,-366.6827995874858
125,main_category_ohe_party_supplies,-1.5290826410502636,-366.6827995874858
126,main_category_ohe_furniture_mattress_and_upholstery,0.6089639191508253,-366.6827995874858
127,main_category_ohe_music,-0.04382338200692318,-366.6827995874858
128,main_category_ohe_fashio_female_clothing,0.3971552112574074,-366.6827995874858
129,main_category_ohe_flowers,-1.6824901515974289,-366.6827995874858
130,main_category_ohe_arts_and_craftmanship,-0.24144645847702978,-366.6827995874858
131,main_category_ohe_fashion_sport,-0.27597895386148624,-366.6827995874858
132,main_category_ohe_home_comfort_2,1.0106743966841307,-366.6827995874858
133,main_category_ohe_diapers_and_hygiene,-1.4629642118311532,-366.6827995874858
134,main_category_ohe_la_cuisine,-1.3780873155375848,-366.6827995874858
135,main_category_ohe_portateis_cozinha_e_preparadores_de_alimentos,0.3059515789444776,-366.6827995874858
136,main_category_ohe_cds_dvds_musicals,-1.4610350472914715,-366.6827995874858
137,main_category_ohe_fashion_childrens_clothes,-1.5501957162924078,-366.6827995874858
138,main_category_ohe_pc_gamer,-1.745959138585621,-366.6827995874858
139,main_category_ohe_security_and_services,-1.2909384831230626,-366.6827995874858
140,main_category_ohe___unknown,0.0,-366.6827995874858
